Interaction_ID,Loan_ID,Agent_ID,Interaction_Date,Call_Status,Amount_Recovered
INT_01361,LN_166,AG_10,8/27/2025,Answered,0
INT_01362,LN_274,AG_05,8/27/2025,Switch Off,0
INT_01363,LN_44,AG_07,8/27/2025,Answered,22231.8
INT_01364,LN_361,AG_06,8/27/2025,Promise to Pay,0
INT_01365,LN_249,AG_05,8/27/2025,Promise to Pay,0
INT_01366,LN_19,AG_02,8/27/2025,Busy,0
INT_01367,LN_112,AG_07,8/27/2025,Answered,0
INT_01368,LN_414,AG_03,8/28/2025,Answered,0
INT_01369,LN_30,AG_03,8/28/2025,Busy,0
INT_01370,LN_452,AG_10,8/28/2025,Busy,0
INT_01371,LN_292,AG_10,8/28/2025,Answered,7215.14
INT_01372,LN_76,AG_01,8/29/2025,Promise to Pay,0
INT_01373,LN_206,AG_03,8/29/2025,Switch Off,0
INT_01374,LN_389,AG_01,8/29/2025,Switch Off,0
INT_01375,LN_134,AG_01,8/29/2025,Switch Off,0
INT_01376,LN_193,AG_07,8/29/2025,Busy,0
INT_01377,LN_67,AG_08,8/29/2025,Answered,0
INT_01378,LN_277,AG_05,8/29/2025,Switch Off,0
INT_01379,LN_388,AG_06,8/29/2025,Answered,16532.97
INT_01380,LN_228,AG_05,8/29/2025,Answered,8495.97
INT_01381,LN_452,AG_10,8/29/2025,Answered,16006.72
INT_01382,LN_137,AG_05,8/30/2025,Busy,0
INT_01383,LN_157,AG_07,8/30/2025,Busy,0
INT_01384,LN_26,AG_02,8/30/2025,Promise to Pay,16974.48
INT_01385,LN_408,AG_08,8/30/2025,Answered,0
INT_01386,LN_458,AG_04,8/31/2025,Answered,0
INT_01387,LN_80,AG_10,8/31/2025,Busy,0
INT_01388,LN_424,AG_04,8/31/2025,Answered,0
INT_01389,LN_436,AG_06,8/31/2025,Promise to Pay,0
INT_01390,LN_100,AG_08,8/31/2025,Answered,0
INT_01391,LN_106,AG_09,8/31/2025,Answered,0
INT_01392,LN_201,AG_06,8/31/2025,Switch Off,0
INT_01393,LN_438,AG_09,8/31/2025,Promise to Pay,10103.3
INT_01394,LN_18,AG_05,9/1/2025,Answered,0
INT_01395,LN_89,AG_03,9/1/2025,Busy,0
INT_01396,LN_175,AG_01,9/2/2025,Switch Off,0
INT_01397,LN_369,AG_06,9/2/2025,Busy,0
INT_01398,LN_306,AG_09,9/2/2025,Switch Off,0
INT_01399,LN_471,AG_09,9/2/2025,Switch Off,0
INT_01400,LN_58,AG_09,9/2/2025,Busy,0
INT_01401,LN_61,AG_04,9/3/2025,Promise to Pay,2813.16
INT_01402,LN_43,AG_05,9/3/2025,Switch Off,0
INT_01403,LN_237,AG_01,9/3/2025,Answered,0
INT_01404,LN_302,AG_09,9/3/2025,Busy,0
INT_01405,LN_86,AG_08,9/3/2025,Promise to Pay,0
INT_01406,LN_6,AG_07,9/3/2025,Answered,18727.05
INT_01407,LN_447,AG_01,9/3/2025,Switch Off,0
INT_01408,LN_251,AG_02,9/3/2025,Answered,0
INT_01409,LN_301,AG_06,9/3/2025,Answered,1981.81
INT_01410,LN_49,AG_06,9/4/2025,Switch Off,0
INT_01411,LN_226,AG_07,9/4/2025,Promise to Pay,19430.81
INT_01412,LN_51,AG_08,9/4/2025,Busy,0
INT_01413,LN_34,AG_07,9/5/2025,Busy,0
INT_01414,LN_292,AG_10,9/5/2025,Answered,3354.28
INT_01415,LN_291,AG_06,9/5/2025,Answered,0
INT_01416,LN_355,AG_05,9/5/2025,Answered,0
INT_01417,LN_173,AG_09,9/5/2025,Promise to Pay,7073.08
INT_01418,LN_92,AG_04,9/5/2025,Promise to Pay,0
INT_01419,LN_131,AG_02,9/5/2025,Answered,24163.63
INT_01420,LN_133,AG_06,9/5/2025,Promise to Pay,24928.68
INT_01421,LN_214,AG_04,9/6/2025,Promise to Pay,0
INT_01422,LN_256,AG_02,9/6/2025,Answered,0
INT_01423,LN_135,AG_06,9/6/2025,Busy,0
INT_01424,LN_146,AG_01,9/6/2025,Switch Off,0
INT_01425,LN_276,AG_03,9/6/2025,Promise to Pay,0
INT_01426,LN_493,AG_06,9/6/2025,Promise to Pay,0
INT_01427,LN_288,AG_01,9/7/2025,Answered,3880.7
INT_01428,LN_70,AG_04,9/7/2025,Promise to Pay,6500.7
INT_01429,LN_293,AG_02,9/7/2025,Busy,0
INT_01430,LN_83,AG_04,9/7/2025,Promise to Pay,7907.06
INT_01431,LN_208,AG_04,9/7/2025,Busy,0
INT_01432,LN_185,AG_09,9/7/2025,Answered,1230.86
INT_01433,LN_366,AG_10,9/8/2025,Switch Off,0
INT_01434,LN_414,AG_04,9/8/2025,Busy,0
INT_01435,LN_32,AG_02,9/8/2025,Answered,0
INT_01436,LN_423,AG_03,9/8/2025,Answered,0
INT_01437,LN_219,AG_02,9/8/2025,Promise to Pay,0
INT_01438,LN_291,AG_06,9/8/2025,Busy,0
INT_01439,LN_157,AG_09,9/8/2025,Busy,0
INT_01440,LN_321,AG_03,9/8/2025,Switch Off,0
INT_01441,LN_330,AG_06,9/8/2025,Switch Off,0
INT_01442,LN_125,AG_07,9/9/2025,Answered,0
INT_01443,LN_198,AG_01,9/9/2025,Answered,23426.51
INT_01444,LN_70,AG_08,9/9/2025,Switch Off,0
INT_01445,LN_224,AG_07,9/9/2025,Answered,0
INT_01446,LN_367,AG_05,9/9/2025,Promise to Pay,0
INT_01447,LN_183,AG_02,9/9/2025,Promise to Pay,3766.19
INT_01448,LN_195,AG_03,9/9/2025,Answered,24438.68
INT_01449,LN_298,AG_09,9/9/2025,Switch Off,0
INT_01450,LN_117,AG_02,9/10/2025,Answered,0
INT_01451,LN_242,AG_08,9/10/2025,Promise to Pay,10033.49
INT_01452,LN_216,AG_10,9/10/2025,Answered,20237.68
INT_01453,LN_487,AG_09,9/10/2025,Switch Off,0
INT_01454,LN_57,AG_08,9/11/2025,Busy,0
INT_01455,LN_233,AG_08,9/11/2025,Answered,13063.3
INT_01456,LN_394,AG_09,9/11/2025,Busy,0
INT_01457,LN_468,AG_09,9/11/2025,Busy,0
INT_01458,LN_167,AG_04,9/11/2025,Answered,2939.9
INT_01459,LN_423,AG_08,9/11/2025,Busy,0
INT_01460,LN_3,AG_10,9/11/2025,Answered,0
INT_01461,LN_67,AG_07,9/11/2025,Busy,0
INT_01462,LN_73,AG_04,9/12/2025,Promise to Pay,16989.7
INT_01463,LN_163,AG_09,9/12/2025,Answered,0
INT_01464,LN_496,AG_08,9/12/2025,Switch Off,0
INT_01465,LN_412,AG_02,9/12/2025,Promise to Pay,0
INT_01466,LN_115,AG_05,9/12/2025,Answered,0
INT_01467,LN_336,AG_02,9/12/2025,Promise to Pay,0
INT_01468,LN_347,AG_06,9/12/2025,Answered,0
INT_01469,LN_253,AG_07,9/12/2025,Answered,0
INT_01470,LN_57,AG_01,9/13/2025,Answered,0
INT_01471,LN_4,AG_07,9/13/2025,Answered,24007.85
INT_01472,LN_100,AG_10,9/13/2025,Answered,24985.03
INT_01473,LN_130,AG_07,9/13/2025,Promise to Pay,9117.99
INT_01474,LN_105,AG_01,9/13/2025,Promise to Pay,0
INT_01475,LN_331,AG_06,9/13/2025,Busy,0
INT_01476,LN_289,AG_05,9/13/2025,Answered,0
INT_01477,LN_73,AG_01,9/13/2025,Answered,7509.02
INT_01478,LN_173,AG_10,9/14/2025,Switch Off,0
INT_01479,LN_372,AG_01,9/14/2025,Answered,0
INT_01480,LN_376,AG_08,9/14/2025,Answered,0
INT_01481,LN_456,AG_01,9/14/2025,Busy,0
INT_01482,LN_388,AG_04,9/14/2025,Promise to Pay,13601.41
INT_01483,LN_212,AG_07,9/14/2025,Switch Off,0
INT_01484,LN_447,AG_06,9/14/2025,Answered,9165.98
INT_01485,LN_400,AG_05,9/15/2025,Promise to Pay,9721.29
INT_01486,LN_477,AG_09,9/15/2025,Promise to Pay,0
INT_01487,LN_294,AG_05,9/15/2025,Busy,0
INT_01488,LN_85,AG_04,9/16/2025,Answered,0
INT_01489,LN_202,AG_02,9/16/2025,Promise to Pay,0
INT_01490,LN_429,AG_06,9/16/2025,Answered,16176.86
INT_01491,LN_378,AG_04,9/16/2025,Busy,0
INT_01492,LN_449,AG_10,9/16/2025,Answered,0
INT_01493,LN_224,AG_01,9/16/2025,Answered,13394.69
INT_01494,LN_71,AG_04,9/16/2025,Switch Off,0
INT_01495,LN_96,AG_02,9/16/2025,Answered,15123.33
INT_01496,LN_106,AG_03,9/17/2025,Answered,19894.72
INT_01497,LN_140,AG_10,9/18/2025,Promise to Pay,0
INT_01498,LN_22,AG_01,9/18/2025,Answered,0
INT_01499,LN_124,AG_10,9/18/2025,Promise to Pay,0
INT_01500,LN_499,AG_09,9/18/2025,Busy,0
INT_01501,LN_405,AG_05,9/18/2025,Answered,3856.67
INT_01502,LN_47,AG_09,9/18/2025,Busy,0
INT_01503,LN_474,AG_05,9/18/2025,Answered,0
INT_01504,LN_361,AG_08,9/18/2025,Switch Off,0
INT_01505,LN_313,AG_04,9/18/2025,Answered,14313.33
INT_01506,LN_344,AG_05,9/18/2025,Busy,0
INT_01507,LN_146,AG_02,9/19/2025,Promise to Pay,0
INT_01508,LN_256,AG_05,9/19/2025,Answered,2286.86
INT_01509,LN_433,AG_08,9/19/2025,Answered,0
INT_01510,LN_175,AG_07,9/19/2025,Switch Off,0
INT_01511,LN_153,AG_02,9/19/2025,Switch Off,0
INT_01512,LN_296,AG_04,9/20/2025,Switch Off,0
INT_01513,LN_190,AG_06,9/20/2025,Answered,0
INT_01514,LN_109,AG_05,9/20/2025,Answered,7341.85
INT_01515,LN_312,AG_09,9/20/2025,Switch Off,0
INT_01516,LN_82,AG_02,9/20/2025,Switch Off,0
INT_01517,LN_26,AG_07,9/20/2025,Busy,0
INT_01518,LN_137,AG_03,9/21/2025,Busy,0
INT_01519,LN_319,AG_01,9/21/2025,Answered,0
INT_01520,LN_312,AG_03,9/21/2025,Promise to Pay,23265.66
INT_01521,LN_471,AG_08,9/21/2025,Busy,0
INT_01522,LN_214,AG_01,9/21/2025,Promise to Pay,0
INT_01523,LN_212,AG_09,9/21/2025,Promise to Pay,0
INT_01524,LN_315,AG_03,9/21/2025,Switch Off,0
INT_01525,LN_162,AG_08,9/21/2025,Answered,17638.52
INT_01526,LN_162,AG_06,9/22/2025,Busy,0
INT_01527,LN_144,AG_05,9/22/2025,Busy,0
INT_01528,LN_292,AG_08,9/22/2025,Busy,0
INT_01529,LN_414,AG_06,9/22/2025,Promise to Pay,13761.17
INT_01530,LN_10,AG_10,9/23/2025,Answered,0
INT_01531,LN_429,AG_03,9/23/2025,Answered,6171.73
INT_01532,LN_122,AG_02,9/23/2025,Promise to Pay,0
INT_01533,LN_193,AG_09,9/23/2025,Switch Off,0
INT_01534,LN_192,AG_07,9/23/2025,Promise to Pay,0
INT_01535,LN_302,AG_05,9/24/2025,Answered,0
INT_01536,LN_204,AG_04,9/24/2025,Switch Off,0
INT_01537,LN_271,AG_02,9/24/2025,Switch Off,0
INT_01538,LN_433,AG_05,9/24/2025,Answered,23802.35
INT_01539,LN_79,AG_04,9/25/2025,Answered,0
INT_01540,LN_352,AG_06,9/26/2025,Answered,9998.2
INT_01541,LN_279,AG_01,9/26/2025,Answered,0
INT_01542,LN_141,AG_02,9/26/2025,Promise to Pay,0
INT_01543,LN_221,AG_10,9/26/2025,Busy,0
INT_01544,LN_78,AG_02,9/26/2025,Answered,0
INT_01545,LN_137,AG_04,9/26/2025,Answered,24520.68
INT_01546,LN_251,AG_07,9/27/2025,Busy,0
INT_01547,LN_204,AG_08,9/27/2025,Answered,3430.77
INT_01548,LN_366,AG_01,9/27/2025,Answered,18524.96
INT_01549,LN_196,AG_07,9/27/2025,Answered,0
INT_01550,LN_215,AG_10,9/27/2025,Switch Off,0
INT_01551,LN_262,AG_08,9/27/2025,Promise to Pay,0
INT_01552,LN_484,AG_02,9/27/2025,Switch Off,0
INT_01553,LN_110,AG_09,9/28/2025,Answered,0
INT_01554,LN_260,AG_09,9/28/2025,Promise to Pay,0
INT_01555,LN_13,AG_03,9/28/2025,Answered,24824.38
INT_01556,LN_119,AG_06,9/28/2025,Answered,21228.44
INT_01557,LN_298,AG_04,9/28/2025,Promise to Pay,0
INT_01558,LN_119,AG_06,9/28/2025,Answered,0
INT_01559,LN_266,AG_04,9/29/2025,Switch Off,0
INT_01560,LN_197,AG_02,9/29/2025,Busy,0
INT_01561,LN_73,AG_02,9/29/2025,Answered,13357.15
INT_01562,LN_365,AG_07,9/29/2025,Answered,0
INT_01563,LN_79,AG_08,9/29/2025,Switch Off,0
INT_01564,LN_178,AG_04,9/29/2025,Busy,0
INT_01565,LN_479,AG_10,9/29/2025,Answered,0
INT_01566,LN_270,AG_05,9/29/2025,Switch Off,0
INT_01567,LN_229,AG_08,9/30/2025,Answered,0
INT_01568,LN_128,AG_05,9/30/2025,Answered,15129.12
INT_01569,LN_20,AG_03,9/30/2025,Answered,0
INT_01570,LN_441,AG_05,10/1/2025,Promise to Pay,0
INT_01571,LN_355,AG_04,10/1/2025,Busy,0
INT_01572,LN_165,AG_04,10/1/2025,Busy,0
INT_01573,LN_42,AG_08,10/1/2025,Switch Off,0
INT_01574,LN_225,AG_06,10/1/2025,Answered,0
INT_01575,LN_402,AG_01,10/1/2025,Busy,0
INT_01576,LN_388,AG_10,10/2/2025,Switch Off,0
INT_01577,LN_216,AG_05,10/2/2025,Answered,0
INT_01578,LN_476,AG_04,10/2/2025,Answered,0
INT_01579,LN_399,AG_10,10/2/2025,Promise to Pay,0
INT_01580,LN_279,AG_04,10/2/2025,Busy,0
INT_01581,LN_141,AG_06,10/2/2025,Answered,1902.1
INT_01582,LN_333,AG_02,10/2/2025,Answered,0
INT_01583,LN_180,AG_06,10/3/2025,Answered,0
INT_01584,LN_182,AG_08,10/3/2025,Answered,0
INT_01585,LN_209,AG_09,10/3/2025,Answered,0
INT_01586,LN_486,AG_01,10/3/2025,Busy,0
INT_01587,LN_82,AG_08,10/3/2025,Answered,0
INT_01588,LN_385,AG_07,10/3/2025,Promise to Pay,0
INT_01589,LN_205,AG_04,10/4/2025,Answered,20220.05
INT_01590,LN_125,AG_05,10/4/2025,Answered,5076.57
INT_01591,LN_98,AG_02,10/4/2025,Answered,23517.72
INT_01592,LN_37,AG_05,10/4/2025,Answered,0
INT_01593,LN_348,AG_02,10/4/2025,Busy,0
INT_01594,LN_344,AG_01,10/4/2025,Answered,0
INT_01595,LN_10,AG_09,10/5/2025,Promise to Pay,0
INT_01596,LN_51,AG_03,10/5/2025,Answered,0
INT_01597,LN_220,AG_02,10/5/2025,Answered,0
INT_01598,LN_102,AG_09,10/5/2025,Busy,0
INT_01599,LN_15,AG_01,10/6/2025,Promise to Pay,0
INT_01600,LN_146,AG_02,10/6/2025,Promise to Pay,0
INT_01601,LN_489,AG_01,10/6/2025,Switch Off,0
INT_01602,LN_418,AG_05,10/6/2025,Promise to Pay,23263.88
INT_01603,LN_40,AG_04,10/6/2025,Answered,0
INT_01604,LN_357,AG_09,10/7/2025,Answered,0
INT_01605,LN_346,AG_09,10/7/2025,Promise to Pay,8481.07
INT_01606,LN_135,AG_09,10/7/2025,Switch Off,0
INT_01607,LN_11,AG_06,10/7/2025,Switch Off,0
INT_01608,LN_283,AG_10,10/7/2025,Switch Off,0
INT_01609,LN_476,AG_03,10/7/2025,Promise to Pay,0
INT_01610,LN_77,AG_07,10/7/2025,Switch Off,0
INT_01611,LN_248,AG_04,10/7/2025,Answered,0
INT_01612,LN_432,AG_06,10/7/2025,Busy,0
INT_01613,LN_223,AG_10,10/7/2025,Busy,0
INT_01614,LN_110,AG_01,10/8/2025,Answered,24274.38
INT_01615,LN_277,AG_03,10/8/2025,Answered,0
INT_01616,LN_4,AG_03,10/8/2025,Answered,0
INT_01617,LN_233,AG_10,10/8/2025,Promise to Pay,0
INT_01618,LN_34,AG_07,10/8/2025,Answered,0
INT_01619,LN_471,AG_05,10/8/2025,Switch Off,0
INT_01620,LN_150,AG_09,10/8/2025,Answered,0
INT_01621,LN_108,AG_08,10/8/2025,Promise to Pay,0
INT_01622,LN_305,AG_09,10/8/2025,Answered,13712.89
INT_01623,LN_60,AG_10,10/9/2025,Answered,0
INT_01624,LN_291,AG_07,10/9/2025,Answered,0
INT_01625,LN_18,AG_10,10/9/2025,Answered,0
INT_01626,LN_50,AG_08,10/9/2025,Switch Off,0
INT_01627,LN_211,AG_06,10/9/2025,Answered,0
INT_01628,LN_363,AG_10,10/9/2025,Promise to Pay,0
INT_01629,LN_43,AG_07,10/10/2025,Promise to Pay,0
INT_01630,LN_201,AG_07,10/10/2025,Switch Off,0
INT_01631,LN_308,AG_09,10/10/2025,Promise to Pay,0
INT_01632,LN_232,AG_04,10/10/2025,Busy,0
INT_01633,LN_375,AG_09,10/10/2025,Switch Off,0
INT_01634,LN_311,AG_04,10/11/2025,Answered,0
INT_01635,LN_416,AG_02,10/11/2025,Answered,21221.81
INT_01636,LN_2,AG_08,10/11/2025,Answered,0
INT_01637,LN_396,AG_09,10/11/2025,Answered,1889.15
INT_01638,LN_447,AG_08,10/11/2025,Promise to Pay,15482.52
INT_01639,LN_405,AG_01,10/11/2025,Answered,1125.12
INT_01640,LN_48,AG_02,10/12/2025,Switch Off,0
INT_01641,LN_8,AG_02,10/12/2025,Answered,0
INT_01642,LN_265,AG_07,10/12/2025,Busy,0
INT_01643,LN_139,AG_03,10/12/2025,Switch Off,0
INT_01644,LN_421,AG_06,10/12/2025,Promise to Pay,0
INT_01645,LN_312,AG_08,10/12/2025,Promise to Pay,0
INT_01646,LN_124,AG_05,10/13/2025,Busy,0
INT_01647,LN_205,AG_03,10/13/2025,Answered,0
INT_01648,LN_5,AG_08,10/13/2025,Promise to Pay,0
INT_01649,LN_475,AG_09,10/13/2025,Answered,0
INT_01650,LN_308,AG_03,10/13/2025,Promise to Pay,0
INT_01651,LN_344,AG_03,10/13/2025,Promise to Pay,0
INT_01652,LN_219,AG_02,10/13/2025,Promise to Pay,0
INT_01653,LN_333,AG_08,10/13/2025,Promise to Pay,0
INT_01654,LN_234,AG_02,10/13/2025,Answered,0
INT_01655,LN_30,AG_10,10/14/2025,Switch Off,0
INT_01656,LN_86,AG_05,10/14/2025,Promise to Pay,6514.38
INT_01657,LN_387,AG_03,10/14/2025,Switch Off,0
INT_01658,LN_498,AG_02,10/14/2025,Busy,0
INT_01659,LN_125,AG_02,10/15/2025,Busy,0
INT_01660,LN_370,AG_02,10/15/2025,Answered,0
INT_01661,LN_386,AG_07,10/15/2025,Switch Off,0
INT_01662,LN_4,AG_05,10/15/2025,Promise to Pay,8517.2
INT_01663,LN_259,AG_05,10/16/2025,Answered,0
INT_01664,LN_466,AG_01,10/16/2025,Answered,0
INT_01665,LN_334,AG_03,10/16/2025,Answered,0
INT_01666,LN_392,AG_05,10/16/2025,Switch Off,0
INT_01667,LN_355,AG_04,10/16/2025,Switch Off,0
INT_01668,LN_358,AG_01,10/16/2025,Answered,0
INT_01669,LN_119,AG_05,10/17/2025,Answered,0
INT_01670,LN_154,AG_04,10/17/2025,Switch Off,0
INT_01671,LN_347,AG_03,10/17/2025,Answered,18145.87
INT_01672,LN_261,AG_08,10/17/2025,Busy,0
INT_01673,LN_246,AG_02,10/17/2025,Busy,0
INT_01674,LN_392,AG_05,10/17/2025,Busy,0
INT_01675,LN_225,AG_08,10/17/2025,Answered,9578.28
INT_01676,LN_239,AG_04,10/18/2025,Switch Off,0
INT_01677,LN_144,AG_08,10/18/2025,Busy,0
INT_01678,LN_59,AG_03,10/18/2025,Promise to Pay,0
INT_01679,LN_232,AG_09,10/18/2025,Answered,8148.35
INT_01680,LN_264,AG_01,10/18/2025,Promise to Pay,0
INT_01681,LN_341,AG_08,10/18/2025,Answered,12522.85
INT_01682,LN_372,AG_10,10/18/2025,Answered,0
INT_01683,LN_341,AG_08,10/18/2025,Answered,0
INT_01684,LN_407,AG_09,10/18/2025,Switch Off,0
INT_01685,LN_342,AG_10,10/19/2025,Promise to Pay,19472.08
INT_01686,LN_194,AG_04,10/19/2025,Answered,0
INT_01687,LN_234,AG_06,10/19/2025,Answered,12588.25
INT_01688,LN_305,AG_06,10/19/2025,Promise to Pay,0
INT_01689,LN_389,AG_05,10/19/2025,Busy,0
INT_01690,LN_170,AG_01,10/20/2025,Promise to Pay,10409.93
INT_01691,LN_39,AG_01,10/20/2025,Promise to Pay,0
INT_01692,LN_212,AG_01,10/20/2025,Busy,0
INT_01693,LN_127,AG_05,10/20/2025,Busy,0
INT_01694,LN_480,AG_05,10/20/2025,Promise to Pay,7201.39
INT_01695,LN_288,AG_05,10/20/2025,Answered,0
INT_01696,LN_361,AG_08,10/20/2025,Busy,0
INT_01697,LN_123,AG_01,10/21/2025,Switch Off,0
INT_01698,LN_161,AG_07,10/21/2025,Answered,19308.58
INT_01699,LN_444,AG_07,10/21/2025,Switch Off,0
INT_01700,LN_427,AG_10,10/21/2025,Busy,0
INT_01701,LN_179,AG_10,10/21/2025,Promise to Pay,0
INT_01702,LN_417,AG_02,10/21/2025,Answered,0
INT_01703,LN_202,AG_10,10/22/2025,Promise to Pay,0
INT_01704,LN_134,AG_09,10/22/2025,Answered,13616.17
INT_01705,LN_412,AG_01,10/22/2025,Answered,0
INT_01706,LN_159,AG_04,10/22/2025,Switch Off,0
INT_01707,LN_302,AG_03,10/22/2025,Switch Off,0
INT_01708,LN_395,AG_03,10/22/2025,Busy,0
INT_01709,LN_8,AG_05,10/22/2025,Promise to Pay,9296.7
INT_01710,LN_315,AG_02,10/23/2025,Answered,0
INT_01711,LN_451,AG_08,10/23/2025,Promise to Pay,0
INT_01712,LN_486,AG_08,10/23/2025,Promise to Pay,0
INT_01713,LN_213,AG_06,10/23/2025,Answered,0
INT_01714,LN_436,AG_02,10/24/2025,Promise to Pay,19251.49
INT_01715,LN_313,AG_08,10/24/2025,Answered,0
INT_01716,LN_77,AG_05,10/24/2025,Answered,7424.28
INT_01717,LN_37,AG_07,10/24/2025,Switch Off,0
INT_01718,LN_485,AG_03,10/24/2025,Switch Off,0
INT_01719,LN_51,AG_03,10/24/2025,Switch Off,0
INT_01720,LN_179,AG_04,10/24/2025,Answered,23375.72
INT_01721,LN_140,AG_09,10/25/2025,Promise to Pay,21068.45
INT_01722,LN_355,AG_06,10/25/2025,Busy,0
INT_01723,LN_352,AG_05,10/25/2025,Answered,0
INT_01724,LN_158,AG_02,10/25/2025,Busy,0
INT_01725,LN_298,AG_05,10/25/2025,Promise to Pay,19861.16
INT_01726,LN_192,AG_08,10/25/2025,Answered,8766.76
INT_01727,LN_107,AG_06,10/25/2025,Switch Off,0
INT_01728,LN_127,AG_05,10/25/2025,Answered,12974.46
INT_01729,LN_110,AG_01,10/26/2025,Answered,0
INT_01730,LN_378,AG_01,10/26/2025,Answered,0
INT_01731,LN_11,AG_08,10/26/2025,Busy,0
INT_01732,LN_465,AG_02,10/26/2025,Promise to Pay,9916.91
INT_01733,LN_475,AG_02,10/26/2025,Busy,0
INT_01734,LN_284,AG_05,10/27/2025,Switch Off,0
INT_01735,LN_479,AG_10,10/27/2025,Answered,0
INT_01736,LN_219,AG_02,10/27/2025,Promise to Pay,0
INT_01737,LN_362,AG_01,10/27/2025,Switch Off,0
INT_01738,LN_149,AG_03,10/27/2025,Answered,0
INT_01739,LN_419,AG_05,10/27/2025,Switch Off,0
INT_01740,LN_221,AG_05,10/27/2025,Answered,0
INT_01741,LN_135,AG_01,10/28/2025,Answered,0
INT_01742,LN_327,AG_05,10/28/2025,Busy,0
INT_01743,LN_455,AG_10,10/28/2025,Answered,0
INT_01744,LN_88,AG_01,10/28/2025,Answered,0
INT_01745,LN_376,AG_02,10/28/2025,Busy,0
INT_01746,LN_47,AG_02,10/28/2025,Promise to Pay,0
INT_01747,LN_245,AG_03,10/29/2025,Answered,0
INT_01748,LN_186,AG_01,10/29/2025,Promise to Pay,0
INT_01749,LN_495,AG_06,10/29/2025,Busy,0
INT_01750,LN_489,AG_08,10/29/2025,Promise to Pay,1986.87
INT_01751,LN_419,AG_03,10/29/2025,Busy,0
INT_01752,LN_199,AG_06,10/29/2025,Answered,0
INT_01753,LN_16,AG_05,10/29/2025,Answered,13036.79
INT_01754,LN_281,AG_02,10/30/2025,Busy,0
INT_01755,LN_171,AG_09,10/30/2025,Answered,0
INT_01756,LN_66,AG_05,10/30/2025,Busy,0
INT_01757,LN_287,AG_04,10/30/2025,Switch Off,0
INT_01758,LN_72,AG_10,10/31/2025,Switch Off,0
INT_01759,LN_36,AG_02,10/31/2025,Promise to Pay,0
INT_01760,LN_240,AG_05,10/31/2025,Answered,21335.3
INT_01761,LN_296,AG_04,10/31/2025,Switch Off,0
INT_01762,LN_25,AG_07,10/31/2025,Promise to Pay,0
INT_01763,LN_8,AG_02,10/31/2025,Busy,0
INT_01764,LN_387,AG_01,11/1/2025,Promise to Pay,0
INT_01765,LN_149,AG_09,11/1/2025,Answered,0
INT_01766,LN_367,AG_04,11/1/2025,Answered,6151.17
INT_01767,LN_147,AG_02,11/1/2025,Answered,8475.99
INT_01768,LN_184,AG_10,11/1/2025,Answered,0
INT_01769,LN_321,AG_06,11/1/2025,Busy,0
INT_01770,LN_336,AG_04,11/1/2025,Promise to Pay,0
INT_01771,LN_392,AG_10,11/1/2025,Answered,0
INT_01772,LN_475,AG_09,11/1/2025,Busy,0
INT_01773,LN_49,AG_09,11/1/2025,Promise to Pay,0
INT_01774,LN_90,AG_01,11/1/2025,Answered,0
INT_01775,LN_178,AG_07,11/2/2025,Switch Off,0
INT_01776,LN_202,AG_05,11/2/2025,Answered,0
INT_01777,LN_345,AG_03,11/3/2025,Promise to Pay,16910.96
INT_01778,LN_489,AG_06,11/3/2025,Busy,0
INT_01779,LN_270,AG_02,11/3/2025,Switch Off,0
INT_01780,LN_26,AG_04,11/3/2025,Busy,0
INT_01781,LN_43,AG_02,11/4/2025,Answered,0
INT_01782,LN_244,AG_08,11/4/2025,Answered,10046.87
INT_01783,LN_167,AG_03,11/4/2025,Switch Off,0
INT_01784,LN_315,AG_01,11/5/2025,Busy,0
INT_01785,LN_54,AG_09,11/5/2025,Switch Off,0
INT_01786,LN_68,AG_09,11/5/2025,Answered,0
INT_01787,LN_35,AG_09,11/5/2025,Switch Off,0
INT_01788,LN_166,AG_05,11/5/2025,Switch Off,0
INT_01789,LN_452,AG_03,11/5/2025,Busy,0
INT_01790,LN_224,AG_10,11/5/2025,Switch Off,0
INT_01791,LN_500,AG_05,11/6/2025,Busy,0
INT_01792,LN_40,AG_08,11/6/2025,Answered,19799.1
INT_01793,LN_499,AG_09,11/6/2025,Answered,0
INT_01794,LN_244,AG_10,11/7/2025,Busy,0
INT_01795,LN_211,AG_05,11/7/2025,Answered,0
INT_01796,LN_86,AG_04,11/7/2025,Answered,0
INT_01797,LN_95,AG_01,11/7/2025,Busy,0
INT_01798,LN_240,AG_09,11/7/2025,Answered,9820.8
INT_01799,LN_422,AG_07,11/7/2025,Answered,0
INT_01800,LN_63,AG_03,11/7/2025,Busy,0
INT_01801,LN_278,AG_04,11/7/2025,Busy,0
INT_01802,LN_336,AG_07,11/8/2025,Answered,0
INT_01803,LN_217,AG_03,11/8/2025,Busy,0
INT_01804,LN_286,AG_07,11/8/2025,Promise to Pay,4576.1
INT_01805,LN_445,AG_09,11/8/2025,Switch Off,0
INT_01806,LN_7,AG_08,11/8/2025,Answered,0
INT_01807,LN_496,AG_07,11/9/2025,Busy,0
INT_01808,LN_293,AG_07,11/9/2025,Answered,0
INT_01809,LN_255,AG_08,11/9/2025,Switch Off,0
INT_01810,LN_325,AG_06,11/9/2025,Answered,8630
INT_01811,LN_432,AG_10,11/9/2025,Switch Off,0
INT_01812,LN_302,AG_02,11/9/2025,Promise to Pay,0
